EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 09-11-2016
THESE DATA CAN BE USED FREELY FOR NON-COMMERCIAL RESEARCH PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TN   : Minimum temperature in 0.1 &#176;C
30-34 Q_TN : quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station RENNES-ST JACQUES, FRANCE (STAID: 322)
Blended and updated with sources:4926 907130 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TN, Q_TN
   322,  4926,19450101,    6,    0
   322,  4926,19450102,  -41,    0
   322,  4926,19450103,   14,    0
   322,  4926,19450104,    1,    0
   322,  4926,19450105,   21,    0
   322,  4926,19450106,  -14,    0
   322,  4926,19450107,   15,    0
   322,  4926,19450108,  -16,    0
   322,  4926,19450109,  -12,    0
   322,  4926,19450110,   -3,    0
   322,  4926,19450111,  -40,    0
   322,  4926,19450112,  -97,    0
   322,  4926,19450113, -126,    0
   322,  4926,19450114,  -38,    0
   322,  4926,19450115,  -73,    0
   322,  4926,19450116,  -12,    0
   322,  4926,19450117,  -47,    0
   322,  4926,19450118,  -30,    0
   322,  4926,19450119,   28,    0
   322,  4926,19450120,    0,    0
   322,  4926,19450121,  -14,    0
   322,  4926,19450122,  -18,    0
   322,  4926,19450123,    4,    0
   322,  4926,19450124,   -5,    0
   322,  4926,19450125,  -38,    0
   322,  4926,19450126, -120,    0
   322,  4926,19450127,    4,    0
   322,  4926,19450128,  -43,    0
   322,  4926,19450129,  -52,    0
   322,  4926,19450130,  -37,    0
   322,  4926,19450131,   78,    0
   322,  4926,19450201,   90,    0
   322,  4926,19450202,   82,    0
   322,  4926,19450203,   48,    0
   322,  4926,19450204,   83,    0
   322,  4926,19450205,  104,    0
   322,  4926,19450206,   68,    0
   322,  4926,19450207,   95,    0
   322,  4926,19450208,   54,    0
   322,  4926,19450209,   40,    0
   322,  4926,19450210,   45,    0
   322,  4926,19450211,   43,    0
   322,  4926,19450212,  112,    0
   322,  4926,19450213,   96,    0
   322,  4926,19450214,   22,    0
   322,  4926,19450215,  -12,    0
   322,  4926,19450216,    2,    0
   322,  4926,19450217,   85,    0
   322,  4926,19450218,   84,    0
   322,  4926,19450219,  103,    0
   322,  4926,19450220,   93,    0
   322,  4926,19450221,   41,    0
   322,  4926,19450222,  -10,    0
   322,  4926,19450223,  -14,    0
   322,  4926,19450224,   34,    0
   322,  4926,19450225,   23,    0
   322,  4926,19450226,   35,    0
   322,  4926,19450227,   67,    0
   322,  4926,19450228,   54,    0
   322,  4926,19450301,   27,    0
   322,  4926,19450302,   28,    0
   322,  4926,19450303,  -16,    0
   322,  4926,19450304,  -17,    0
   322,  4926,19450305,   42,    0
   322,  4926,19450306,   34,    0
   322,  4926,19450307,   64,    0
   322,  4926,19450308,   15,    0
   322,  4926,19450309,   22,    0
   322,  4926,19450310,  -11,    0
   322,  4926,19450311,   -7,    0
   322,  4926,19450312,  -10,    0
   322,  4926,19450313,  -12,    0
   322,  4926,19450314,    2,    0
   322,  4926,19450315,   19,    0
   322,  4926,19450316,   64,    0
   322,  4926,19450317,   44,    0
   322,  4926,19450318,   -8,    0
   322,  4926,19450319,   44,    0
   322,  4926,19450320,   90,    0
   322,  4926,19450321,   80,    0
   322,  4926,19450322,   18,    0
   322,  4926,19450323,   64,    0
   322,  4926,19450324,   80,    0
   322,  4926,19450325,   87,    0
   322,  4926,19450326,   85,    0
   322,  4926,19450327,   12,    0
   322,  4926,19450328,   92,    0
   322,  4926,19450329,  108,    0
   322,  4926,19450330,   82,    0
   322,  4926,19450331,   67,    0
   322,  4926,19450401,  104,    0
   322,  4926,19450402,   88,    0
   322,  4926,19450403,   42,    0
   322,  4926,19450404,   15,    0
   322,  4926,19450405,   54,    0
   322,  4926,19450406,   45,    0
   322,  4926,19450407,   66,    0
   322,  4926,19450408,   22,    0
   322,  4926,19450409,   32,    0
   322,  4926,19450410,   42,    0
   322,  4926,19450411,   88,    0
   322,  4926,19450412,  115,    0
   322,  4926,19450413,   75,    0
   322,  4926,19450414,   98,    0
   322,  4926,19450415,   70,    0
   322,  4926,19450416,   80,    0
   322,  4926,19450417,   97,    0
   322,  4926,19450418,   98,    0
   322,  4926,19450419,   92,    0
   322,  4926,19450420,   85,    0
   322,  4926,19450421,  104,    0
   322,  4926,19450422,   35,    0
   322,  4926,19450423,   40,    0
   322,  4926,19450424,   31,    0
   322,  4926,19450425,   30,    0
   322,  4926,19450426,  118,    0
   322,  4926,19450427,   88,    0
   322,  4926,19450428,   35,    0
   322,  4926,19450429,   29,    0
   322,  4926,19450430,   11,    0
   322,  4926,19450501,  -12,    0
   322,  4926,19450502,  -10,    0
   322,  4926,19450503,   -9,    0
   322,  4926,19450504,   63,    0
   322,  4926,19450505,   90,    0
   322,  4926,19450506,  120,    0
   322,  4926,19450507,   81,    0
   322,  4926,19450508,  120,    0
   322,  4926,19450509,  130,    0
   322,  4926,19450510,  116,    0
   322,  4926,19450511,  128,    0
   322,  4926,19450512,  120,    0
   322,  4926,19450513,  120,    0
   322,  4926,19450514,   70,    0
   322,  4926,19450515,   64,    0
   322,  4926,19450516,   96,    0
   322,  4926,19450517,  140,    0
   322,  4926,19450518,  105,    0
   322,  4926,19450519,  118,    0
   322,  4926,19450520,  126,    0
   322,  4926,19450521,   82,    0
   322,  4926,19450522,   74,    0
   322,  4926,19450523,   54,    0
   322,  4926,19450524,   50,    0
   322,  4926,19450525,   40,    0
   322,  4926,19450526,   95,    0
   322,  4926,19450527,  105,    0
   322,  4926,19450528,   70,    0
   322,  4926,19450529,   80,    0
   322,  4926,19450530,   45,    0
   322,  4926,19450531,   86,    0
   322,  4926,19450601,   93,    0
   322,  4926,19450602,   96,    0
   322,  4926,19450603,   87,    0
   322,  4926,19450604,  130,    0
   322,  4926,19450605,  124,    0
   322,  4926,19450606,  135,    0
   322,  4926,19450607,  160,    0
   322,  4926,19450608,  110,    0
   322,  4926,19450609,   79,    0
   322,  4926,19450610,   75,    0
   322,  4926,19450611,  144,    0
   322,  4926,19450612,  145,    0
   322,  4926,19450613,   76,    0
   322,  4926,19450614,   60,    0
   322,  4926,19450615,  131,    0
   322,  4926,19450616,  110,    0
   322,  4926,19450617,  110,    0
   322,  4926,19450618,   78,    0
   322,  4926,19450619,  121,    0
   322,  4926,19450620,  164,    0
   322,  4926,19450621,  140,    0
   322,  4926,19450622,   98,    0
   322,  4926,19450623,  120,    0
   322,  4926,19450624,  124,    0
   322,  4926,19450625,  122,    0
   322,  4926,19450626,  123,    0
   322,  4926,19450627,  108,    0
   322,  4926,19450628,   78,    0
   322,  4926,19450629,  120,    0
   322,  4926,19450630,  106,    0
   322,  4926,19450701,  127,    0
   322,  4926,19450702,  107,    0
   322,  4926,19450703,  101,    0
   322,  4926,19450704,  120,    0
   322,  4926,19450705,  132,    0
   322,  4926,19450706,  145,    0
   322,  4926,19450707,  138,    0
   322,  4926,19450708,   95,    0
   322,  4926,19450709,  126,    0
   322,  4926,19450710,  126,    0
   322,  4926,19450711,  108,    0
   322,  4926,19450712,  115,    0
   322,  4926,19450713,  160,    0
   322,  4926,19450714,  167,    0
   322,  4926,19450715,  150,    0
   322,  4926,19450716,  118,    0
   322,  4926,19450717,   94,    0
   322,  4926,19450718,  160,    0
   322,  4926,19450719,  147,    0
   322,  4926,19450720,  138,    0
   322,  4926,19450721,  133,    0
   322,  4926,19450722,  154,    0
   322,  4926,19450723,   92,    0
   322,  4926,19450724,   85,    0
   322,  4926,19450725,  108,    0
   322,  4926,19450726,  162,    0
   322,  4926,19450727,  147,    0
   322,  4926,19450728,   90,    0
   322,  4926,19450729,  102,    0
   322,  4926,19450730,   87,    0
   322,  4926,19450731,  151,    0
   322,  4926,19450801,  140,    0
   322,  4926,19450802,  140,    0
   322,  4926,19450803,   90,    0
   322,  4926,19450804,  110,    0
   322,  4926,19450805,  124,    0
   322,  4926,19450806,   92,    0
   322,  4926,19450807,   82,    0
   322,  4926,19450808,  102,    0
   322,  4926,19450809,   99,    0
   322,  4926,19450810,   57,    0
   322,  4926,19450811,  100,    0
   322,  4926,19450812,  116,    0
   322,  4926,19450813,  140,    0
   322,  4926,19450814,  120,    0
   322,  4926,19450815,  154,    0
   322,  4926,19450816,   80,    0
   322,  4926,19450817,  108,    0
   322,  4926,19450818,  142,    0
   322,  4926,19450819,  126,    0
   322,  4926,19450820,  100,    0
   322,  4926,19450821,  147,    0
   322,  4926,19450822,  127,    0
   322,  4926,19450823,  144,    0
   322,  4926,19450824,  111,    0
   322,  4926,19450825,  140,    0
   322,  4926,19450826,  162,    0
   322,  4926,19450827,  112,    0
   322,  4926,19450828,  158,    0
   322,  4926,19450829,  160,    0
   322,  4926,19450830,  135,    0
   322,  4926,19450831,  110,    0
   322,  4926,19450901,  158,    0
   322,  4926,19450902,  152,    0
   322,  4926,19450903,  130,    0
   322,  4926,19450904,  130,    0
   322,  4926,19450905,  133,    0
   322,  4926,19450906,  140,    0
   322,  4926,19450907,  142,    0
   322,  4926,19450908,  110,    0
   322,  4926,19450909,  120,    0
   322,  4926,19450910,  110,    0
   322,  4926,19450911,  180,    0
   322,  4926,19450912,  120,    0
   322,  4926,19450913,  136,    0
   322,  4926,19450914,  112,    0
   322,  4926,19450915,  145,    0
   322,  4926,19450916,  173,    0
   322,  4926,19450917,  130,    0
   322,  4926,19450918,  145,    0
   322,  4926,19450919,  135,    0
   322,  4926,19450920,  138,    0
   322,  4926,19450921,  110,    0
   322,  4926,19450922,  104,    0
   322,  4926,19450923,   55,    0
   322,  4926,19450924,   92,    0
   322,  4926,19450925,   80,    0
   322,  4926,19450926,   40,    0
   322,  4926,19450927,  124,    0
   322,  4926,19450928,   80,    0
   322,  4926,19450929,  108,    0
   322,  4926,19450930,   40,    0
   322,  4926,19451001,   62,    0
   322,  4926,19451002,   54,    0
   322,  4926,19451003,   80,    0
   322,  4926,19451004,   50,    0
   322,  4926,19451005,   70,    0
   322,  4926,19451006,    0,    0
   322,  4926,19451007,   94,    0
   322,  4926,19451008,   34,    0
   322,  4926,19451009,   10,    0
   322,  4926,19451010,   59,    0
   322,  4926,19451011,   81,    0
   322,  4926,19451012,   49,    0
   322,  4926,19451013,   60,    0
   322,  4926,19451014,   90,    0
   322,  4926,19451015,   50,    0
   322,  4926,19451016,   30,    0
   322,  4926,19451017,   53,    0
   322,  4926,19451018,   82,    0
   322,  4926,19451019,   75,    0
   322,  4926,19451020,  118,    0
   322,  4926,19451021,  154,    0
   322,  4926,19451022,  112,    0
   322,  4926,19451023,  132,    0
   322,  4926,19451024,  104,    0
   322,  4926,19451025,  112,    0
   322,  4926,19451026,  103,    0
   322,  4926,19451027,   69,    0
   322,  4926,19451028,  112,    0
   322,  4926,19451029,   82,    0
   322,  4926,19451030,   22,    0
   322,  4926,19451031,   21,    0
   322,  4926,19451101,   40,    0
   322,  4926,19451102,  100,    0
   322,  4926,19451103,   63,    0
   322,  4926,19451104,   88,    0
   322,  4926,19451105,   51,    0
   322,  4926,19451106,   54,    0
   322,  4926,19451107,   64,    0
   322,  4926,19451108,   50,    0
   322,  4926,19451109,   75,    0
   322,  4926,19451110,   42,    0
   322,  4926,19451111,  -18,    0
   322,  4926,19451112,   23,    0
   322,  4926,19451113,   30,    0
   322,  4926,19451114,    5,    0
   322,  4926,19451115,   -8,    0
   322,  4926,19451116,   20,    0
   322,  4926,19451117,   60,    0
   322,  4926,19451118,   82,    0
   322,  4926,19451119,   39,    0
   322,  4926,19451120,   57,    0
   322,  4926,19451121,   77,    0
   322,  4926,19451122,   58,    0
   322,  4926,19451123,   12,    0
   322,  4926,19451124,   78,    0
   322,  4926,19451125,   35,    0
   322,  4926,19451126,  -28,    0
   322,  4926,19451127,   28,    0
   322,  4926,19451128,  -35,    0
   322,  4926,19451129,  -36,    0
   322,  4926,19451130,  -16,    0
   322,  4926,19451201,   24,    0
   322,  4926,19451202,   69,    0
   322,  4926,19451203,   39,    0
   322,  4926,19451204,   -5,    0
   322,  4926,19451205,   68,    0
   322,  4926,19451206,   20,    0
   322,  4926,19451207,   29,    0
   322,  4926,19451208,  -14,    0
   322,  4926,19451209,  -38,    0
   322,  4926,19451210,  -36,    0
   322,  4926,19451211,   -2,    0
   322,  4926,19451212,   14,    0
   322,  4926,19451213,   -9,    0
   322,  4926,19451214,   55,    0
   322,  4926,19451215,   11,    0
   322,  4926,19451216,   73,    0
   322,  4926,19451217,   86,    0
   322,  4926,19451218,   78,    0
   322,  4926,19451219,   82,    0
   322,  4926,19451220,   -5,    0
   322,  4926,19451221,   30,    0
   322,  4926,19451222,   48,    0
   322,  4926,19451223,   42,    0
   322,  4926,19451224,   68,    0
   322,  4926,19451225,   34,    0
   322,  4926,19451226,   60,    0
   322,  4926,19451227,   70,    0
   322,  4926,19451228,   76,    0
   322,  4926,19451229,   52,    0
   322,  4926,19451230,   18,    0
   322,  4926,19451231,    0,    0
   322,  4926,19460101,   -4,    0
   322,  4926,19460102,  -24,    0
   322,  4926,19460103,  -50,    0
   322,  4926,19460104,  -73,    0
   322,  4926,19460105,  -80,    0
   322,  4926,19460106,  -32,    0
   322,  4926,19460107,  -68,    0
   322,  4926,19460108,  -50,    0
   322,  4926,19460109,   16,    0
   322,  4926,19460110,   75,    0
   322,  4926,19460111,  104,    0
   322,  4926,19460112,   72,    0
   322,  4926,19460113,   18,    0
   322,  4926,19460114,  -12,    0
   322,  4926,19460115,  -57,    0
   322,  4926,19460116,  -41,    0
   322,  4926,19460117,  -58,    0
   322,  4926,19460118,  -96,    0
   322,  4926,19460119,  -84,    0
   322,  4926,19460120,  -55,    0
   322,  4926,19460121,  -52,    0
   322,  4926,19460122,  -25,    0
   322,  4926,19460123,  -30,    0
   322,  4926,19460124,  -15,    0
   322,  4926,19460125,  -16,    0
   322,  4926,19460126,  -13,    0
   322,  4926,19460127,  -23,    0
   322,  4926,19460128,  -25,    0
   322,  4926,19460129,   10,    0
   322,  4926,19460130,   40,    0
   322,  4926,19460131,   18,    0
   322,  4926,19460201,   50,    0
   322,  4926,19460202,   52,    0
   322,  4926,19460203,   56,    0
   322,  4926,19460204,   80,    0
   322,  4926,19460205,   68,    0
   322,  4926,19460206,   86,    0
   322,  4926,19460207,  102,    0
   322,  4926,19460208,  104,    0
   322,  4926,19460209,   60,    0
   322,  4926,19460210,   11,    0
   322,  4926,19460211,   50,    0
   322,  4926,19460212,   58,    0
   322,  4926,19460213,   64,    0
   322,  4926,19460214,   70,    0
   322,  4926,19460215,   -3,    0
   322,  4926,19460216,   28,    0
   322,  4926,19460217,   72,    0
   322,  4926,19460218,   12,    0
   322,  4926,19460219,   65,    0
   322,  4926,19460220,   61,    0
   322,  4926,19460221,   15,    0
   322,  4926,19460222,  -16,    0
   322,  4926,19460223,   23,    0
   322,  4926,19460224,   31,    0
   322,  4926,19460225,   62,    0
   322,  4926,19460226,   82,    0
   322,  4926,19460227,   43,    0
   322,  4926,19460228,   10,    0
   322,  4926,19460301,    0,    0
   322,  4926,19460302,  -32,    0
   322,  4926,19460303,  -26,    0
   322,  4926,19460304,  -32,    0
   322,  4926,19460305,  -26,    0
   322,  4926,19460306,    5,    0
   322,  4926,19460307,   16,    0
   322,  4926,19460308,  -18,    0
   322,  4926,19460309,    5,    0
   322,  4926,19460310,  -10,    0
   322,  4926,19460311,   12,    0
   322,  4926,19460312,   20,    0
   322,  4926,19460313,   60,    0
   322,  4926,19460314,   62,    0
   322,  4926,19460315,   48,    0
   322,  4926,19460316,   42,    0
   322,  4926,19460317,  -20,    0
   322,  4926,19460318,   56,    0
   322,  4926,19460319,   15,    0
   322,  4926,19460320,   22,    0
   322,  4926,19460321,   83,    0
   322,  4926,19460322,  107,    0
   322,  4926,19460323,   30,    0
   322,  4926,19460324,   84,    0
   322,  4926,19460325,   70,    0
   322,  4926,19460326,   74,    0
   322,  4926,19460327,   51,    0
   322,  4926,19460328,   85,    0
   322,  4926,19460329,   58,    0
   322,  4926,19460330,   80,    0
   322,  4926,19460331,   30,    0
   322,  4926,19460401,   56,    0
   322,  4926,19460402,  110,    0
   322,  4926,19460403,   94,    0
   322,  4926,19460404,   82,    0
   322,  4926,19460405,  102,    0
   322,  4926,19460406,   64,    0
   322,  4926,19460407,   25,    0
   322,  4926,19460408,    1,    0
   322,  4926,19460409,   52,    0
   322,  4926,19460410,   62,    0
   322,  4926,19460411,    0,    0
   322,  4926,19460412,    1,    0
   322,  4926,19460413,   28,    0
   322,  4926,19460414,   36,    0
   322,  4926,19460415,   44,    0
   322,  4926,19460416,   60,    0
   322,  4926,19460417,   80,    0
   322,  4926,19460418,   83,    0
   322,  4926,19460419,   59,    0
   322,  4926,19460420,   32,    0
   322,  4926,19460421,   43,    0
   322,  4926,19460422,   55,    0
   322,  4926,19460423,   50,    0
   322,  4926,19460424,   79,    0
   322,  4926,19460425,   71,    0
   322,  4926,19460426,   82,    0
   322,  4926,19460427,   81,    0
   322,  4926,19460428,   63,    0
   322,  4926,19460429,   51,    0
   322,  4926,19460430,   70,    0
   322,  4926,19460501,  113,    0
   322,  4926,19460502,   83,    0
   322,  4926,19460503,   52,    0
   322,  4926,19460504,   92,    0
   322,  4926,19460505,   84,    0
   322,  4926,19460506,   42,    0
   322,  4926,19460507,   71,    0
   322,  4926,19460508,   49,    0
   322,  4926,19460509,   63,    0
   322,  4926,19460510,  118,    0
   322,  4926,19460511,  116,    0
   322,  4926,19460512,  110,    0
   322,  4926,19460513,  100,    0
   322,  4926,19460514,   50,    0
   322,  4926,19460515,   18,    0
   322,  4926,19460516,   58,    0
   322,  4926,19460517,   32,    0
   322,  4926,19460518,   64,    0
   322,  4926,19460519,   45,    0
   322,  4926,19460520,   95,    0
   322,  4926,19460521,   68,    0
   322,  4926,19460522,   24,    0
   322,  4926,19460523,   12,    0
   322,  4926,19460524,   40,    0
   322,  4926,19460525,   92,    0
   322,  4926,19460526,  124,    0
   322,  4926,19460527,   16,    0
   322,  4926,19460528,   93,    0
   322,  4926,19460529,   87,    0
   322,  4926,19460530,  107,    0
   322,  4926,19460531,   88,    0
   322,  4926,19460601,  108,    0
   322,  4926,19460602,   93,    0
   322,  4926,19460603,   70,    0
   322,  4926,19460604,   88,    0
   322,  4926,19460605,  115,    0
   322,  4926,19460606,  118,    0
   322,  4926,19460607,   68,    0
   322,  4926,19460608,  108,    0
   322,  4926,19460609,   84,    0
   322,  4926,19460610,  122,    0
   322,  4926,19460611,   53,    0
   322,  4926,19460612,   67,    0
   322,  4926,19460613,   54,    0
   322,  4926,19460614,   62,    0
   322,  4926,19460615,   61,    0
   322,  4926,19460616,  110,    0
   322,  4926,19460617,  108,    0
   322,  4926,19460618,  114,    0
   322,  4926,19460619,  101,    0
   322,  4926,19460620,   51,    0
   322,  4926,19460621,   63,    0
   322,  4926,19460622,   71,    0
   322,  4926,19460623,   90,    0
   322,  4926,19460624,  118,    0
   322,  4926,19460625,  134,    0
   322,  4926,19460626,  128,    0
   322,  4926,19460627,   93,    0
   322,  4926,19460628,  120,    0
   322,  4926,19460629,  100,    0
   322,  4926,19460630,   90,    0
   322,  4926,19460701,  117,    0
   322,  4926,19460702,  151,    0
   322,  4926,19460703,  122,    0
   322,  4926,19460704,  152,    0
   322,  4926,19460705,  106,    0
   322,  4926,19460706,   67,    0
   322,  4926,19460707,   81,    0
   322,  4926,19460708,   92,    0
   322,  4926,19460709,   82,    0
   322,  4926,19460710,  106,    0
   322,  4926,19460711,  116,    0
   322,  4926,19460712,  130,    0
   322,  4926,19460713,  142,    0
   322,  4926,19460714,  134,    0
   322,  4926,19460715,   75,    0
   322,  4926,19460716,  145,    0
   322,  4926,19460717,  138,    0
   322,  4926,19460718,   85,    0
   322,  4926,19460719,  109,    0
   322,  4926,19460720,  141,    0
   322,  4926,19460721,  100,    0
   322,  4926,19460722,  141,    0
   322,  4926,19460723,  162,    0
   322,  4926,19460724,  158,    0
   322,  4926,19460725,  149,    0
   322,  4926,19460726,  138,    0
   322,  4926,19460727,  127,    0
   322,  4926,19460728,   80,    0
   322,  4926,19460729,  120,    0
   322,  4926,19460730,  111,    0
   322,  4926,19460731,  150,    0
   322,  4926,19460801,  114,    0
   322,  4926,19460802,   88,    0
   322,  4926,19460803,  162,    0
   322,  4926,19460804,  140,    0
   322,  4926,19460805,  148,    0
   322,  4926,19460806,  168,    0
   322,  4926,19460807,  143,    0
   322,  4926,19460808,  146,    0
   322,  4926,19460809,  110,    0
   322,  4926,19460810,  170,    0
   322,  4926,19460811,   86,    0
   322,  4926,19460812,  155,    0
   322,  4926,19460813,  122,    0
   322,  4926,19460814,  108,    0
   322,  4926,19460815,  126,    0
   322,  4926,19460816,  128,    0
   322,  4926,19460817,  124,    0
   322,  4926,19460818,   92,    0
   322,  4926,19460819,  120,    0
   322,  4926,19460820,  130,    0
   322,  4926,19460821,   86,    0
   322,  4926,19460822,   72,    0
   322,  4926,19460823,  149,    0
   322,  4926,19460824,  126,    0
   322,  4926,19460825,  132,    0
   322,  4926,19460826,   92,    0
   322,  4926,19460827,   74,    0
   322,  4926,19460828,  144,    0
   322,  4926,19460829,  112,    0
   322,  4926,19460830,   88,    0
   322,  4926,19460831,   74,    0
   322,  4926,19460901,   86,    0
   322,  4926,19460902,  108,    0
   322,  4926,19460903,  103,    0
   322,  4926,19460904,  136,    0
   322,  4926,19460905,  131,    0
   322,  4926,19460906,   95,    0
   322,  4926,19460907,  112,    0
   322,  4926,19460908,  126,    0
   322,  4926,19460909,  123,    0
   322,  4926,19460910,  100,    0
   322,  4926,19460911,   92,    0
   322,  4926,19460912,  128,    0
   322,  4926,19460913,  100,    0
   322,  4926,19460914,   68,    0
   322,  4926,19460915,  147,    0
   322,  4926,19460916,   62,    0
   322,  4926,19460917,  134,    0
   322,  4926,19460918,  144,    0
   322,  4926,19460919,  142,    0
   322,  4926,19460920,  138,    0
   322,  4926,19460921,   78,    0
   322,  4926,19460922,   42,    0
   322,  4926,19460923,   68,    0
   322,  4926,19460924,  162,    0
   322,  4926,19460925,  154,    0
   322,  4926,19460926,  154,    0
   322,  4926,19460927,  126,    0
   322,  4926,19460928,  132,    0
   322,  4926,19460929,  143,    0
   322,  4926,19460930,   91,    0
   322,  4926,19461001,  118,    0
   322,  4926,19461002,  124,    0
   322,  4926,19461003,  107,    0
   322,  4926,19461004,  101,    0
   322,  4926,19461005,  131,    0
   322,  4926,19461006,  130,    0
   322,  4926,19461007,   92,    0
   322,  4926,19461008,   42,    0
   322,  4926,19461009,   58,    0
   322,  4926,19461010,   68,    0
   322,  4926,19461011,   73,    0
   322,  4926,19461012,   26,    0
   322,  4926,19461013,   12,    0
   322,  4926,19461014,   12,    0
   322,  4926,19461015,   54,    0
   322,  4926,19461016,   42,    0
   322,  4926,19461017,   58,    0
   322,  4926,19461018,   40,    0
   322,  4926,19461019,  105,    0
   322,  4926,19461020,  128,    0
   322,  4926,19461021,  116,    0
   322,  4926,19461022,   74,    0
   322,  4926,19461023,   97,    0
   322,  4926,19461024,   84,    0
   322,  4926,19461025,   48,    0
   322,  4926,19461026,   52,    0
   322,  4926,19461027,   61,    0
   322,  4926,19461028,   48,    0
   322,  4926,19461029,   26,    0
   322,  4926,19461030,   19,    0
   322,  4926,19461031,   12,    0
   322,  4926,19461101,   38,    0
   322,  4926,19461102,   60,    0
   322,  4926,19461103,   28,    0
   322,  4926,19461104,   44,    0
   322,  4926,19461105,   -8,    0
   322,  4926,19461106,   25,    0
   322,  4926,19461107,   20,    0
   322,  4926,19461108,   62,    0
   322,  4926,19461109,   18,    0
   322,  4926,19461110,   44,    0
   322,  4926,19461111,   20,    0
   322,  4926,19461112,   65,    0
   322,  4926,19461113,   72,    0
   322,  4926,19461114,   93,    0
   322,  4926,19461115,   78,    0
   322,  4926,19461116,   40,    0
   322,  4926,19461117,   27,    0
   322,  4926,19461118,   60,    0
   322,  4926,19461119,   85,    0
   322,  4926,19461120,  116,    0
   322,  4926,19461121,   86,    0
   322,  4926,19461122,   64,    0
   322,  4926,19461123,   64,    0
   322,  4926,19461124,  104,    0
   322,  4926,19461125,   87,    0
   322,  4926,19461126,   68,    0
   322,  4926,19461127,   81,    0
   322,  4926,19461128,   82,    0
   322,  4926,19461129,   80,    0
   322,  4926,19461130,   72,    0
   322,  4926,19461201,   58,    0
   322,  4926,19461202,   81,    0
   322,  4926,19461203,   42,    0
   322,  4926,19461204,   24,    0
   322,  4926,19461205,  -16,    0
   322,  4926,19461206,    8,    0
   322,  4926,19461207,   10,    0
   322,  4926,19461208,   22,    0
   322,  4926,19461209,   48,    0
   322,  4926,19461210,   22,    0
   322,  4926,19461211,   47,    0
   322,  4926,19461212,    8,    0
   322,  4926,19461213,  -30,    0
   322,  4926,19461214,  -40,    0
   322,  4926,19461215,  -60,    0
   322,  4926,19461216,  -67,    0
   322,  4926,19461217,  -42,    0
   322,  4926,19461218,  -61,    0
   322,  4926,19461219,  -77,    0
   322,  4926,19461220,  -67,    0
   322,  4926,19461221,  -44,    0
   322,  4926,19461222,  -63,    0
   322,  4926,19461223,  -50,    0
   322,  4926,19461224,  -37,    0
   322,  4926,19461225,  -38,    0
   322,  4926,19461226,   28,    0
   322,  4926,19461227,   21,    0
   322,  4926,19461228,    7,    0
   322,  4926,19461229,    2,    0
   322,  4926,19461230,    3,    0
   322,  4926,19461231,    9,    0
   322,  4926,19470101,    2,    0
   322,  4926,19470102,   10,    0
   322,  4926,19470103,  -10,    0
   322,  4926,19470104,  -12,    0
   322,  4926,19470105,  -12,    0
   322,  4926,19470106,   38,    0
   322,  4926,19470107,  -18,    0
   322,  4926,19470108,   30,    0
   322,  4926,19470109,   35,    0
   322,  4926,19470110,  -19,    0
   322,  4926,19470111,   90,    0
   322,  4926,19470112,   60,    0
   322,  4926,19470113,   52,    0
   322,  4926,19470114,   36,    0
   322,  4926,19470115,   58,    0
   322,  4926,19470116,   27,    0
   322,  4926,19470117,   62,    0
   322,  4926,19470118,  -14,    0
   322,  4926,19470119,   -6,    0
   322,  4926,19470120,    3,    0
   322,  4926,19470121,  -41,    0
   322,  4926,19470122,  -54,    0
   322,  4926,19470123,  -47,    0
   322,  4926,19470124,  -55,    0
   322,  4926,19470125,  -82,    0
   322,  4926,19470126,  -71,    0
   322,  4926,19470127,  -58,    0
   322,  4926,19470128, -121,    0
   322,  4926,19470129, -100,    0
   322,  4926,19470130,  -34,    0
   322,  4926,19470131, -114,    0
   322,  4926,19470201,  -70,    0
   322,  4926,19470202,  -31,    0
   322,  4926,19470203,   18,    0
   322,  4926,19470204,   21,    0
   322,  4926,19470205,   23,    0
   322,  4926,19470206,    6,    0
   322,  4926,19470207,    0,    0
   322,  4926,19470208,   24,    0
   322,  4926,19470209,   19,    0
   322,  4926,19470210,   44,    0
   322,  4926,19470211,   46,    0
   322,  4926,19470212,    0,    0
   322,  4926,19470213,  -16,    0
   322,  4926,19470214,   12,    0
   322,  4926,19470215,   18,    0
   322,  4926,19470216,  -21,    0
   322,  4926,19470217,  -36,    0
   322,  4926,19470218,  -36,    0
   322,  4926,19470219,  -11,    0
   322,  4926,19470220,  -18,    0
   322,  4926,19470221,  -18,    0
   322,  4926,19470222,    6,    0
   322,  4926,19470223,  -12,    0
   322,  4926,19470224,  -42,    0
   322,  4926,19470225,  -52,    0
   322,  4926,19470226,  -30,    0
   322,  4926,19470227,  -13,    0
   322,  4926,19470228,   -2,    0
